speaker_A,speaker_B,timestamp_A,timestamp_B,words_A,words_B,time_diff,weight,cosine_similarity,weighted_similarity
devin,mathias,54,56,Yeah. And I wish somebody would've told me that three years ago.,How about this side of the room?,2,0.8187307530779818,0.0964108407497406,0.0789345202519165
devin,mathias,77,79,"What I would want in five years, first of all, leaves. And then second of all, probably either invest, and then buy and change the structure of a lot of businesses that didn't hire me, and then be like cool, thank you. Now I own you. Cool, how does it feel now. Cool. And then encourage other people set up or highlight mentorship programs. Because I have a lot of people that are interested in whether that's fitness or music, and taking the time for them to really invest in their dreams and objectives and hold themselves accountable in that sense. And then just don't worry about anything else. Like for me, I do want to leave, but there's certain stuff that I have to focus on first, so I'm focusing on that first. So everybody does that. Cool. If you want to stay, cool. Just make sure that you have certain dreams and objectives outside of your day job, and highlight that to everybody to make sure we have equity instead of just equality. Because equality is not enough.","I do have more question than answers. We have a little more time, but what would be one thing you want your local representative to hear? So we do share a lot of stuff with local media, policy makers. Pretend they're on the other side. What's one thing you want them to hear?",2,0.8187307530779818,0.31254762411117554,0.2558923516612767
devin,mathias,77,81,"What I would want in five years, first of all, leaves. And then second of all, probably either invest, and then buy and change the structure of a lot of businesses that didn't hire me, and then be like cool, thank you. Now I own you. Cool, how does it feel now. Cool. And then encourage other people set up or highlight mentorship programs. Because I have a lot of people that are interested in whether that's fitness or music, and taking the time for them to really invest in their dreams and objectives and hold themselves accountable in that sense. And then just don't worry about anything else. Like for me, I do want to leave, but there's certain stuff that I have to focus on first, so I'm focusing on that first. So everybody does that. Cool. If you want to stay, cool. Just make sure that you have certain dreams and objectives outside of your day job, and highlight that to everybody to make sure we have equity instead of just equality. Because equality is not enough.",Thank you.,4,0.6703200460356393,0.08916687965393066,0.05977034687447712
devin,mathias,83,85,"I would say, ask people who are in charge of these policies and procedures to put something on it. So just be really radical with it. Like I say, hey, if I don't change this within 30 days I'm going to resign from my job. Like something drastic. Put something on it. Because yeah, like some of us are in a position where if we didn't have a family we would be out here struggling with poverty regardless of our education, you know? So if we bring our voice to the table, or if we take time, like being here right now, that may or may not interfere with my job, putting something on it, it's is my paycheck. Surely you can do the same if you're a politician, you clearly have money, savings, resources that I don't have. So put something on it like for you, like talk, like put something on and show us that you can be vulnerable with your career. Show that you care.","Well, we just have five minutes left, so I'm just going to go through the last part, then wrap up essentially. Do you have any questions for me? I guess 30% of the Local Voices Network or just any general questions I know that I can answer.",2,0.8187307530779818,0.24385052919387817,0.19964792740536827
devin,mathias,83,87,"I would say, ask people who are in charge of these policies and procedures to put something on it. So just be really radical with it. Like I say, hey, if I don't change this within 30 days I'm going to resign from my job. Like something drastic. Put something on it. Because yeah, like some of us are in a position where if we didn't have a family we would be out here struggling with poverty regardless of our education, you know? So if we bring our voice to the table, or if we take time, like being here right now, that may or may not interfere with my job, putting something on it, it's is my paycheck. Surely you can do the same if you're a politician, you clearly have money, savings, resources that I don't have. So put something on it like for you, like talk, like put something on and show us that you can be vulnerable with your career. Show that you care.","Yeah, so great question. I knew that was coming actually. There's this system that we developed called Leven. So after this conversation I'm actually... Keetra, if you don't mind, just sending me everyone's emails. I think you have everyone's.",4,0.6703200460356393,0.26373806595802307,0.1767889125143325
devin,keetra,2,3,I agree.,I agree.,1,0.9048374180359595,1.0,0.9048374180359595
devin,keetra,12,15,"Yeah. My name's Devin. I use he, him, his pronouns. And just a little bit about me, I'm a very good community organizer. I like to believe, and I just want to test my abilities in my hometown. So just here to listen, learn and possibly question what I don't understand.","I'm Keetra. I am a 22 year resident of the city of Madison, born and raised in Chicago. In this capacity, I am a black professional female in our community, who is the mother of adult children and a grandmother too. The role I play with the United Way is Senior Director of Stakeholder Engagement. So I gauge in a lot with our community, helping them understand the different roles that we play, a lot of other things. The value that is most important to me is loyalty, and I would say that that's relevant to this conversation, because in order to genuinely engage with people and move things in the direction that the community desires, we need to hear there authentic voices and establish loyalty with those.",3,0.7408182206817179,0.2839563190937042,0.21036001506232807
devin,keetra,14,15,"Oh yeah, value. Smart work. I would say, because if working hard isn't maybe working out for you, getting your results, perhaps you need to change your approach, so therefore smart work. Being creative. Yeah.","I'm Keetra. I am a 22 year resident of the city of Madison, born and raised in Chicago. In this capacity, I am a black professional female in our community, who is the mother of adult children and a grandmother too. The role I play with the United Way is Senior Director of Stakeholder Engagement. So I gauge in a lot with our community, helping them understand the different roles that we play, a lot of other things. The value that is most important to me is loyalty, and I would say that that's relevant to this conversation, because in order to genuinely engage with people and move things in the direction that the community desires, we need to hear there authentic voices and establish loyalty with those.",1,0.9048374180359595,0.2537494897842407,0.22960203316431446
devin,keetra,24,25,"I guess I have a story about why I switched my college major to Communication Studies. I was at a point where I was seeking some random college courses, because extra science to IGBA, two are to work out. And something just spoke to me in this space of, in this intro argument class about, ""Oh well, if black people are in this situation maybe they should do this."" And I was like, ""Whoa, you're white."" And I'm sure I have a pretty good sense of your exposure of people of color, and that is a terrible and downright offensive statement. So I figured I would rather choose my own narrative, and put myself in a position where I can speak for myself and maybe for some others, if they would allow me to defend them and their right to do or to operate however they would want. So that's what I did. And then I made some statements in that class, and from then on it somewhat got troubling like saying that there was no such thing as reverse racism, because it has to do with power and privilege. Then I applied that to sexism and then I applied that to sports. And while I'm not like the perfect example of a human being, I just addressed some things, and then people really got upset about that. But I noticed that I had facts and evidence and I'm usually an opinionated person. So when I have that going for me, at least I'm controlling the narrative and you would get like, ""Cool, we can like discuss about that."" But I know I'm right. So prove me wrong, but you can't change my narrative. So that's what the core was for changing my major to Communication Studies, and it's worked out so far.","I can go next since everyone's looking at me. I would think back to growing up in Chicago as a daddy less daughter. And the reason that my father wasn't in my life was, because he was incarcerated. And the reason that he was incarcerated was because he couldn't find a job. The reason he couldn't find a job is there's a lot of instances he was discriminated against, and making illegal money in some situations became the only way to make money. So not only was my father in prison, all of his brothers were also in prison. And so I grew up as a little kid going to visit men that I love in prison. And so one thing that it did, was life scared me completely straight. Like, ""Hey, it's not for me."" But another thing that it did, is made systemic racism very real to me in my life every day. And then growing up in Chicago, I would be around, just in the neighborhood. Other people who were headed down similar paths, because of the limited opportunities they had for survival. I saw how people from outside of the community benefited from the corruption of the community. Police officers giving drugs to people to sell. Like it's just, that's the way business happens. That's the way things are done. Then it's time for punishment. People who were either dying or going to jail look a lot like me, and that has made poverty and all of the specific symptoms of poverty or whatever shape that plays, homelessness, incarceration, joblessness, lack of education. All of those things allow me to see those people as people, and people who are just trying really hard to push up against the system that's designed to keep them exactly where they are. And that's why I do the work that I do. And that is what drives me every day. Just knowing that people are all human. We all want great things for our families. We all have great intentions, but not all of us have the privileges of having the opportunities to do it the legal way.",1,0.9048374180359595,0.4267265200614929,0.38611812261991135
devin,keetra,52,53,"Well, what I enjoy about Madison is the convenience. Going anywhere else, I hate traffic. So that's like the one privilege where I'm like, yes, no traffic. I know where everything is for the most part. So that's the convenient part that I really enjoy. The part that I wish Madison maybe could be improved on is exposure of other communities because if you go five hours away to the twin cities, there is a level of exposure that you can only get from being there and from living there. Like you would have to live there for at least like two to three months to know what authentic community action can look like and would look like. There was a protest recently where the president came in and honestly I was like, why did I move so soon? I could have been there with one of my friends. But at the same time I knew I left, because I didn't want to pay rent and for a couple of other reasons, but I did miss that authenticity and there was just a level of community action diversity that was really authentic. Like you can talk to a random person and sure enough you both might be in a similar same circle. And you know, there's just some things that I wish I could take from that exposure to open it to hear. And there's a level of accountability and responsibility that a lot of different generations that you may not see, have going on. Especially in youth work. It's definitely not highlighted here. It's definitely not the norm here. Even when I talk to my friends, it's like, oh, you're not holding yourself accountable on that. Okay. All right, cool. That's different. I got used to that. So it's just like, why are we not doing this? Like how do you expect to make change if you can't hold your own actions accountable? Because when you're responsible for somebody else or somebody else's kids, that elevates it. So, that's what I'm seeing. I guess a lack of teaching, how accountability can actually make you successful and can make change. It just starts with you. And it honestly starts with you, like you can go see a therapist or get analyzed by somebody or go back to whatever source you came from for your motivation for your why. But yeah, that's what I feel like would need to be changed more authentically. And in terms of the media, a lot of these things quite honestly, I guess Madison is still dealing with those issues. But to me now, those issues are a little bit old and now it's more of like the instant gratification of RI. You know what goes really on in a police man's daily life, how do we change that? Do we have open honest conversation? Like do we need as many police, or do we need police in schools period. Like really, you really can't handle black kids, really? You think that's hard. No it's not that bad. Just make yourself entertaining, change up the system. Have these conversations, at least start with that. And you know if you want more information, go hire somebody that is actually an expert. So when I hear these things I'm really like, wow, we're on this? There's so many different little issues. Once you get to that level and then don't illusion yourself. Once you learn more and once you get more exposure, you think, oh man, I made progress. So much more intergenerational, intercultural, there's just so much more that can happen. So I guess that's another thing of saying, we call it journey to change things. You just have to let it, like it's going to be never ending. So really strap it.",Change is constant.,1,0.9048374180359595,0.21352550387382507,0.19320586561001915
devin,mikaela,2,4,I agree.,I agree.,2,0.8187307530779818,1.0,0.8187307530779818
devin,mikaela,12,16,"Yeah. My name's Devin. I use he, him, his pronouns. And just a little bit about me, I'm a very good community organizer. I like to believe, and I just want to test my abilities in my hometown. So just here to listen, learn and possibly question what I don't understand.","Wonderful. I'm Mikaela. I work here at United Way. I've lived here for almost two years now. I lived in La Crosse for a couple of years, and then I was born in a really small town on the Illinois, Wisconsin border kind of by Beloit area. The reason I wanted to come is I thought this was like a great way to learn. I'm always looking to learn more. Like I said, I grew up in a small town, so had kind of a tunnel vision, and how can I expand that to help the work that we do here, and to broaden my awareness and knowledge. I would say the value that I appreciate the most, honesty. I think you have to put on a real face every day and you have to be who you really are, and be honest with people. Otherwise you're just faking it through life and that's not the way to do it.",4,0.6703200460356393,0.30253854393959045,0.20279765070114156
devin,mikaela,14,16,"Oh yeah, value. Smart work. I would say, because if working hard isn't maybe working out for you, getting your results, perhaps you need to change your approach, so therefore smart work. Being creative. Yeah.","Wonderful. I'm Mikaela. I work here at United Way. I've lived here for almost two years now. I lived in La Crosse for a couple of years, and then I was born in a really small town on the Illinois, Wisconsin border kind of by Beloit area. The reason I wanted to come is I thought this was like a great way to learn. I'm always looking to learn more. Like I said, I grew up in a small town, so had kind of a tunnel vision, and how can I expand that to help the work that we do here, and to broaden my awareness and knowledge. I would say the value that I appreciate the most, honesty. I think you have to put on a real face every day and you have to be who you really are, and be honest with people. Otherwise you're just faking it through life and that's not the way to do it.",2,0.8187307530779818,0.33728450536727905,0.276145197080887
devin,mikaela,24,26,"I guess I have a story about why I switched my college major to Communication Studies. I was at a point where I was seeking some random college courses, because extra science to IGBA, two are to work out. And something just spoke to me in this space of, in this intro argument class about, ""Oh well, if black people are in this situation maybe they should do this."" And I was like, ""Whoa, you're white."" And I'm sure I have a pretty good sense of your exposure of people of color, and that is a terrible and downright offensive statement. So I figured I would rather choose my own narrative, and put myself in a position where I can speak for myself and maybe for some others, if they would allow me to defend them and their right to do or to operate however they would want. So that's what I did. And then I made some statements in that class, and from then on it somewhat got troubling like saying that there was no such thing as reverse racism, because it has to do with power and privilege. Then I applied that to sexism and then I applied that to sports. And while I'm not like the perfect example of a human being, I just addressed some things, and then people really got upset about that. But I noticed that I had facts and evidence and I'm usually an opinionated person. So when I have that going for me, at least I'm controlling the narrative and you would get like, ""Cool, we can like discuss about that."" But I know I'm right. So prove me wrong, but you can't change my narrative. So that's what the core was for changing my major to Communication Studies, and it's worked out so far.",Can I pass for now?,2,0.8187307530779818,0.13955602049827576,0.11425880575911958
devin,mikaela,24,28,"I guess I have a story about why I switched my college major to Communication Studies. I was at a point where I was seeking some random college courses, because extra science to IGBA, two are to work out. And something just spoke to me in this space of, in this intro argument class about, ""Oh well, if black people are in this situation maybe they should do this."" And I was like, ""Whoa, you're white."" And I'm sure I have a pretty good sense of your exposure of people of color, and that is a terrible and downright offensive statement. So I figured I would rather choose my own narrative, and put myself in a position where I can speak for myself and maybe for some others, if they would allow me to defend them and their right to do or to operate however they would want. So that's what I did. And then I made some statements in that class, and from then on it somewhat got troubling like saying that there was no such thing as reverse racism, because it has to do with power and privilege. Then I applied that to sexism and then I applied that to sports. And while I'm not like the perfect example of a human being, I just addressed some things, and then people really got upset about that. But I noticed that I had facts and evidence and I'm usually an opinionated person. So when I have that going for me, at least I'm controlling the narrative and you would get like, ""Cool, we can like discuss about that."" But I know I'm right. So prove me wrong, but you can't change my narrative. So that's what the core was for changing my major to Communication Studies, and it's worked out so far.",Thank you.,4,0.6703200460356393,0.11502967774868011,0.07710669888396002
devin,steve,2,5,I agree.,I agree.,3,0.7408182206817179,1.0,0.7408182206817179
devin,steve,14,17,"Oh yeah, value. Smart work. I would say, because if working hard isn't maybe working out for you, getting your results, perhaps you need to change your approach, so therefore smart work. Being creative. Yeah.","My name is Steve. I grew up in Middleton. I work at the United Way of Dane County at the Resource Development Department. I think what really drew me here was, I have such a limited view of life, especially in my own community. And I really want to broaden my understanding and having my empathy really of what it means to be a Madisonian, and to live here and see where I can plug into that equation to help others. It was kind of in there.",3,0.7408182206817179,0.20320814847946167,0.15054029898458113
devin,jalanda,2,6,I agree.,I agree.,4,0.6703200460356393,1.0,0.6703200460356393
devin,jalanda,14,18,"Oh yeah, value. Smart work. I would say, because if working hard isn't maybe working out for you, getting your results, perhaps you need to change your approach, so therefore smart work. Being creative. Yeah.","I am in Jalanda. I work here at United Way as well, and I'm born and partially raised in Gary, Indiana and being transplanted here in Madison at an early age. It was a culture shock, and still navigating that with my children, who range in ages from when we are visiting family who are still there, and then coming back to Madison and trying to reconcile the differences, and how they experience the two different places. I would say truly my value is just authenticity and authenticity about oneself, their intentions, how they communicate, how they present. Don't do very well with reading in between the lines or gray. So sometimes the truth hurts, but I'd rather have the authentic truth than anything else.",4,0.6703200460356393,0.31328284740448,0.2099997726943472
devin,jalanda,54,57,Yeah. And I wish somebody would've told me that three years ago.,There's so many things I dislike about Madison so I don't even know where to start.,3,0.7408182206817179,0.17719092965126038,0.13126626922518617
devin,jalanda,77,80,"What I would want in five years, first of all, leaves. And then second of all, probably either invest, and then buy and change the structure of a lot of businesses that didn't hire me, and then be like cool, thank you. Now I own you. Cool, how does it feel now. Cool. And then encourage other people set up or highlight mentorship programs. Because I have a lot of people that are interested in whether that's fitness or music, and taking the time for them to really invest in their dreams and objectives and hold themselves accountable in that sense. And then just don't worry about anything else. Like for me, I do want to leave, but there's certain stuff that I have to focus on first, so I'm focusing on that first. So everybody does that. Cool. If you want to stay, cool. Just make sure that you have certain dreams and objectives outside of your day job, and highlight that to everybody to make sure we have equity instead of just equality. Because equality is not enough.","Have the people at the table that are going to be affected most by policies, procedures and practices. Do not make them in a vacuum. Do not make them from a 40,000 foot view and not take into account the impact that it will impose or affect the people most vulnerable. That's all I can think of right now.",3,0.7408182206817179,0.28744757175445557,0.2129463986464162
devin,jalanda,83,84,"I would say, ask people who are in charge of these policies and procedures to put something on it. So just be really radical with it. Like I say, hey, if I don't change this within 30 days I'm going to resign from my job. Like something drastic. Put something on it. Because yeah, like some of us are in a position where if we didn't have a family we would be out here struggling with poverty regardless of our education, you know? So if we bring our voice to the table, or if we take time, like being here right now, that may or may not interfere with my job, putting something on it, it's is my paycheck. Surely you can do the same if you're a politician, you clearly have money, savings, resources that I don't have. So put something on it like for you, like talk, like put something on and show us that you can be vulnerable with your career. Show that you care.","One further. Will the policies still look the same if you had to apply it to your child, or to your mother, to your, to somebody personal to you? Would they stay in... Would you write their policy in the same way?",1,0.9048374180359595,0.4323733150959015,0.3912275540590239
devin,dawn,77,78,"What I would want in five years, first of all, leaves. And then second of all, probably either invest, and then buy and change the structure of a lot of businesses that didn't hire me, and then be like cool, thank you. Now I own you. Cool, how does it feel now. Cool. And then encourage other people set up or highlight mentorship programs. Because I have a lot of people that are interested in whether that's fitness or music, and taking the time for them to really invest in their dreams and objectives and hold themselves accountable in that sense. And then just don't worry about anything else. Like for me, I do want to leave, but there's certain stuff that I have to focus on first, so I'm focusing on that first. So everybody does that. Cool. If you want to stay, cool. Just make sure that you have certain dreams and objectives outside of your day job, and highlight that to everybody to make sure we have equity instead of just equality. Because equality is not enough.","Five years, I would like to see Madison do more of a walk the walk than talk the talk. To actually see it in action to become a little more hometown, small town as far as the equity, and us knowing our neighbors more and that kind of stuff. I would really like to see that. I'd like to live that.",1,0.9048374180359595,0.5207924842834473,0.47123252681156746
devin,dawn,83,86,"I would say, ask people who are in charge of these policies and procedures to put something on it. So just be really radical with it. Like I say, hey, if I don't change this within 30 days I'm going to resign from my job. Like something drastic. Put something on it. Because yeah, like some of us are in a position where if we didn't have a family we would be out here struggling with poverty regardless of our education, you know? So if we bring our voice to the table, or if we take time, like being here right now, that may or may not interfere with my job, putting something on it, it's is my paycheck. Surely you can do the same if you're a politician, you clearly have money, savings, resources that I don't have. So put something on it like for you, like talk, like put something on and show us that you can be vulnerable with your career. Show that you care.","So we go around, do this in a lot of places. Then what happens?",3,0.7408182206817179,0.17526566982269287,0.1298400016646368
devin,claude,52,55,"Well, what I enjoy about Madison is the convenience. Going anywhere else, I hate traffic. So that's like the one privilege where I'm like, yes, no traffic. I know where everything is for the most part. So that's the convenient part that I really enjoy. The part that I wish Madison maybe could be improved on is exposure of other communities because if you go five hours away to the twin cities, there is a level of exposure that you can only get from being there and from living there. Like you would have to live there for at least like two to three months to know what authentic community action can look like and would look like. There was a protest recently where the president came in and honestly I was like, why did I move so soon? I could have been there with one of my friends. But at the same time I knew I left, because I didn't want to pay rent and for a couple of other reasons, but I did miss that authenticity and there was just a level of community action diversity that was really authentic. Like you can talk to a random person and sure enough you both might be in a similar same circle. And you know, there's just some things that I wish I could take from that exposure to open it to hear. And there's a level of accountability and responsibility that a lot of different generations that you may not see, have going on. Especially in youth work. It's definitely not highlighted here. It's definitely not the norm here. Even when I talk to my friends, it's like, oh, you're not holding yourself accountable on that. Okay. All right, cool. That's different. I got used to that. So it's just like, why are we not doing this? Like how do you expect to make change if you can't hold your own actions accountable? Because when you're responsible for somebody else or somebody else's kids, that elevates it. So, that's what I'm seeing. I guess a lack of teaching, how accountability can actually make you successful and can make change. It just starts with you. And it honestly starts with you, like you can go see a therapist or get analyzed by somebody or go back to whatever source you came from for your motivation for your why. But yeah, that's what I feel like would need to be changed more authentically. And in terms of the media, a lot of these things quite honestly, I guess Madison is still dealing with those issues. But to me now, those issues are a little bit old and now it's more of like the instant gratification of RI. You know what goes really on in a police man's daily life, how do we change that? Do we have open honest conversation? Like do we need as many police, or do we need police in schools period. Like really, you really can't handle black kids, really? You think that's hard. No it's not that bad. Just make yourself entertaining, change up the system. Have these conversations, at least start with that. And you know if you want more information, go hire somebody that is actually an expert. So when I hear these things I'm really like, wow, we're on this? There's so many different little issues. Once you get to that level and then don't illusion yourself. Once you learn more and once you get more exposure, you think, oh man, I made progress. So much more intergenerational, intercultural, there's just so much more that can happen. So I guess that's another thing of saying, we call it journey to change things. You just have to let it, like it's going to be never ending. So really strap it.","I think you make a really valid point. One of the things I have learned is largely that, if you look back on all the problems you had individually, a lot of it had do with yourself, is that I can't put the blame on somebody else about the things that I contributed to and did. That I said, hey, if it wasn't for so and so or this, I'd be fine. And be accountable. Like you talking about, the accountability starts with yourself and that's a bigger product. And looking in the mirror and then trying to address the issues that you have so that you can go say, all right, I'm better off now, because I've cleaned up my stuff before I go out and I discredit somebody else. So we all, it's work in progress.",3,0.7408182206817179,0.45522642135620117,0.3372400274764069
devin,claude,54,55,Yeah. And I wish somebody would've told me that three years ago.,"I think you make a really valid point. One of the things I have learned is largely that, if you look back on all the problems you had individually, a lot of it had do with yourself, is that I can't put the blame on somebody else about the things that I contributed to and did. That I said, hey, if it wasn't for so and so or this, I'd be fine. And be accountable. Like you talking about, the accountability starts with yourself and that's a bigger product. And looking in the mirror and then trying to address the issues that you have so that you can go say, all right, I'm better off now, because I've cleaned up my stuff before I go out and I discredit somebody else. So we all, it's work in progress.",1,0.9048374180359595,0.21322739124298096,0.19293612214684225
devin,claude,54,58,Yeah. And I wish somebody would've told me that three years ago.,"Just tell the truth, whatever it is.",4,0.6703200460356393,0.1606510579586029,0.10768762456648485
keetra,mathias,25,27,"I can go next since everyone's looking at me. I would think back to growing up in Chicago as a daddy less daughter. And the reason that my father wasn't in my life was, because he was incarcerated. And the reason that he was incarcerated was because he couldn't find a job. The reason he couldn't find a job is there's a lot of instances he was discriminated against, and making illegal money in some situations became the only way to make money. So not only was my father in prison, all of his brothers were also in prison. And so I grew up as a little kid going to visit men that I love in prison. And so one thing that it did, was life scared me completely straight. Like, ""Hey, it's not for me."" But another thing that it did, is made systemic racism very real to me in my life every day. And then growing up in Chicago, I would be around, just in the neighborhood. Other people who were headed down similar paths, because of the limited opportunities they had for survival. I saw how people from outside of the community benefited from the corruption of the community. Police officers giving drugs to people to sell. Like it's just, that's the way business happens. That's the way things are done. Then it's time for punishment. People who were either dying or going to jail look a lot like me, and that has made poverty and all of the specific symptoms of poverty or whatever shape that plays, homelessness, incarceration, joblessness, lack of education. All of those things allow me to see those people as people, and people who are just trying really hard to push up against the system that's designed to keep them exactly where they are. And that's why I do the work that I do. And that is what drives me every day. Just knowing that people are all human. We all want great things for our families. We all have great intentions, but not all of us have the privileges of having the opportunities to do it the legal way.",Of course.,2,0.8187307530779818,0.03555913269519806,0.02911335549033939
keetra,mathias,25,29,"I can go next since everyone's looking at me. I would think back to growing up in Chicago as a daddy less daughter. And the reason that my father wasn't in my life was, because he was incarcerated. And the reason that he was incarcerated was because he couldn't find a job. The reason he couldn't find a job is there's a lot of instances he was discriminated against, and making illegal money in some situations became the only way to make money. So not only was my father in prison, all of his brothers were also in prison. And so I grew up as a little kid going to visit men that I love in prison. And so one thing that it did, was life scared me completely straight. Like, ""Hey, it's not for me."" But another thing that it did, is made systemic racism very real to me in my life every day. And then growing up in Chicago, I would be around, just in the neighborhood. Other people who were headed down similar paths, because of the limited opportunities they had for survival. I saw how people from outside of the community benefited from the corruption of the community. Police officers giving drugs to people to sell. Like it's just, that's the way business happens. That's the way things are done. Then it's time for punishment. People who were either dying or going to jail look a lot like me, and that has made poverty and all of the specific symptoms of poverty or whatever shape that plays, homelessness, incarceration, joblessness, lack of education. All of those things allow me to see those people as people, and people who are just trying really hard to push up against the system that's designed to keep them exactly where they are. And that's why I do the work that I do. And that is what drives me every day. Just knowing that people are all human. We all want great things for our families. We all have great intentions, but not all of us have the privileges of having the opportunities to do it the legal way.","Passing is completely optional. Just say yes, no.",4,0.6703200460356393,0.13585028052330017,0.09106316629433309
keetra,mathias,53,56,Change is constant.,How about this side of the room?,3,0.7408182206817179,0.08687222748994827,0.0643565289957609
keetra,mathias,71,72,"I would say the greatest thing about Madison is our diversity. The worst thing about Madison is our diversity, all right? We have so many opportunities. We have more in common than we have different, right? But we can't get past certain things to get to that point. A lot of things that Steve has said today, I'm like, that makes sense. But a lot of times our focus, like we're moving so quickly or living life, trying to make things easier and smoother and technology is moving everything so much faster, that instead of doing the right thing, we're doing the fastest right. Instead of looking for the right answer or the right person we're just seeing what's available and just keeping things moving, and we lose so much in that. And with the situation with like the hello, that is a huge... I learned growing up, a cultural difference between people of color and white people. White people don't say hello. So it's weird for me like when you enter a space, and I've seen this through my kids' friends, they'll bring friends over to the house that are not black. And we have to tell them to teach their friends like when you enter a house, you greet people, you say hello, and it's so hard to learn. I don't get it, but that's... When I was a kid growing up, if you walked in the room and didn't hello, you get popped, period. That's it. Like who are you? You want you... Who do you? You say hi to everybody in here. And so just today, I was in the first of my businesses that I'm prepping this food for this meeting, like Kelly came in, and I'll say, ""Hey."" I was like, ""Hey Kelly."" And she was like, ""Oh my girl, what's wrong with you?"" She's like, ""What do you mean?"" I said, ""I just said, Hey Kelly"" and you all like, she's like, ""Oh, I said hi, you didn't hear me?"" And I'm thinking like first of all, no you didn't, but okay, now we're where we need to be. And then we had a little brief conversation, but it's cultural, right? So I can't hold that against her, because she didn't grow up the way that I grew up. But we, it's... There's so many opportunities for us to learn from it. Like, I speak to Steve all the time. It's like, ""Hey."" He's like, ""Hey."" But now to know that you're in an elevator and you don't speak to people like, okay. Right. That's who Steve is and that's how he was raised. So our differences, and sharing our differences is what makes us greater. But with technology and with how quick we're trying to move and do things in the world, we don't stop to take advantage of those opportunities, because we're too busy.","I'm going to... Okay. I just want to get us on a track. That's all. But I love the fact that your guys we're talking about the divided within Madison because one of the... I know apologize that it's not working. One of the beautiful parts about this tool is that it allows you essentially to bring a voice from somebody that isn't here on the table who might either agree or disagree with the conversation happening and allows us to build up on that. We do have ten minutes left, so I just want to be mindful of your guys' time. I'm just going to move this around.",1,0.9048374180359595,0.4479949474334717,0.4053625915288579
keetra,mathias,71,74,"I would say the greatest thing about Madison is our diversity. The worst thing about Madison is our diversity, all right? We have so many opportunities. We have more in common than we have different, right? But we can't get past certain things to get to that point. A lot of things that Steve has said today, I'm like, that makes sense. But a lot of times our focus, like we're moving so quickly or living life, trying to make things easier and smoother and technology is moving everything so much faster, that instead of doing the right thing, we're doing the fastest right. Instead of looking for the right answer or the right person we're just seeing what's available and just keeping things moving, and we lose so much in that. And with the situation with like the hello, that is a huge... I learned growing up, a cultural difference between people of color and white people. White people don't say hello. So it's weird for me like when you enter a space, and I've seen this through my kids' friends, they'll bring friends over to the house that are not black. And we have to tell them to teach their friends like when you enter a house, you greet people, you say hello, and it's so hard to learn. I don't get it, but that's... When I was a kid growing up, if you walked in the room and didn't hello, you get popped, period. That's it. Like who are you? You want you... Who do you? You say hi to everybody in here. And so just today, I was in the first of my businesses that I'm prepping this food for this meeting, like Kelly came in, and I'll say, ""Hey."" I was like, ""Hey Kelly."" And she was like, ""Oh my girl, what's wrong with you?"" She's like, ""What do you mean?"" I said, ""I just said, Hey Kelly"" and you all like, she's like, ""Oh, I said hi, you didn't hear me?"" And I'm thinking like first of all, no you didn't, but okay, now we're where we need to be. And then we had a little brief conversation, but it's cultural, right? So I can't hold that against her, because she didn't grow up the way that I grew up. But we, it's... There's so many opportunities for us to learn from it. Like, I speak to Steve all the time. It's like, ""Hey."" He's like, ""Hey."" But now to know that you're in an elevator and you don't speak to people like, okay. Right. That's who Steve is and that's how he was raised. So our differences, and sharing our differences is what makes us greater. But with technology and with how quick we're trying to move and do things in the world, we don't stop to take advantage of those opportunities, because we're too busy.","Three. So I just have two more questions. All right, here it would be essentially, I let the conversation go a little longer, because I couldn't bring that voice. But within the conversation will allow you guys to essentially react to that conversation. And then the next part essentially is, here is just a question from my reflection, but given our conversation today, what is the hope? What do you hope is different about your life here five years from now? And then we can just go around real quick.",3,0.7408182206817179,0.34701451659202576,0.257074676732431
keetra,mathias,73,74,What time are we scheduled to be done? Is it three?,"Three. So I just have two more questions. All right, here it would be essentially, I let the conversation go a little longer, because I couldn't bring that voice. But within the conversation will allow you guys to essentially react to that conversation. And then the next part essentially is, here is just a question from my reflection, but given our conversation today, what is the hope? What do you hope is different about your life here five years from now? And then we can just go around real quick.",1,0.9048374180359595,0.20220047235488892,0.1829585533312491
keetra,mathias,75,79,"Five years from now, I hope that I am... There's evidence of my belief that we can do better as a city. And my main motivation for that is my grandchildren and their experiences. It means Madison has to be better.","I do have more question than answers. We have a little more time, but what would be one thing you want your local representative to hear? So we do share a lot of stuff with local media, policy makers. Pretend they're on the other side. What's one thing you want them to hear?",4,0.6703200460356393,0.3144221007823944,0.21076343707107706
